Date/Time,Latitude,Longitude,Temperature,Humidity,Pressure,Compass,MagX,MagY,MagZ,Pitch,Roll,Yaw,AccelX,AccelY,AccelZ,R,G,B,C,Motion
2022-01-31 12:12:03.024742,-7.481,165.589,32.7,31.3,1015.1,14.5,7.5,-1.9,2.9,360.0,360.0,15.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:12:08.265259,-7.747,165.781,32.6,29.6,1015.1,14.6,15.4,-4.7,6.0,360.0,360.0,15.0,0.0,0.0,0.0,24,25,21,73,1
2022-01-31 12:12:13.391075,-8.006,165.968,32.7,31.6,1015.1,14.7,18.6,-5.7,7.1,360.0,360.0,15.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:12:18.515332,-8.266,166.156,32.7,31.7,1015.1,14.8,20.1,-6.4,7.5,360.0,360.0,15.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:12:23.639694,-8.525,166.345,32.7,31.7,1015.1,14.9,20.6,-6.7,7.3,360.0,360.0,15.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:12:28.760772,-8.784,166.533,32.7,31.8,1015.1,15.0,20.8,-6.7,7.0,360.0,360.0,15.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:12:33.869957,-9.043,166.721,32.6,31.9,1015.1,15.1,20.7,-6.8,6.4,360.0,360.0,15.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:12:38.990537,-9.301,166.91,32.8,31.5,1015.1,15.2,20.8,-6.7,6.2,360.0,360.0,15.0,0.0,0.0,0.0,24,25,21,73,1
2022-01-31 12:12:44.111070,-9.56,167.1,32.8,31.6,1015.1,15.3,20.8,-6.5,6.1,360.0,360.0,15.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:12:49.235930,-9.819,167.289,32.7,31.6,1015.1,15.4,20.6,-6.8,6.3,360.0,360.0,15.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:12:54.348812,-10.077,167.479,32.7,31.6,1015.1,15.5,20.6,-6.3,5.6,360.0,360.0,16.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:12:59.461078,-10.335,167.669,32.7,31.7,1015.1,15.6,20.6,-6.7,5.9,360.0,360.0,16.0,0.0,0.0,-0.0,23,25,21,74,1
2022-01-31 12:13:04.571072,-10.592,167.859,32.7,31.7,1015.1,15.7,20.6,-6.8,5.9,360.0,360.0,16.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:13:09.691118,-10.85,168.05,32.8,31.6,1015.1,15.8,20.7,-7.2,5.0,360.0,360.0,16.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:13:14.801098,-11.107,168.241,32.8,31.6,1015.1,16.0,20.5,-7.8,4.5,360.0,360.0,16.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:13:19.919298,-11.365,168.433,32.7,31.6,1015.1,16.1,20.6,-7.5,4.5,360.0,360.0,16.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:13:25.030577,-11.622,168.624,32.8,31.4,1015.1,16.3,20.5,-7.0,4.2,360.0,360.0,16.0,0.0,0.0,0.0,23,25,21,74,1
2022-01-31 12:13:30.141082,-11.879,168.816,32.7,31.9,1015.1,16.4,20.5,-7.2,4.0,360.0,360.0,16.0,0.0,0.0,-0.1,23,25,21,73,1
2022-01-31 12:13:35.259860,-12.136,169.009,32.6,31.5,1015.0,16.5,20.7,-7.3,3.5,360.0,360.0,17.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:13:40.378630,-12.393,169.202,32.7,31.5,1015.0,16.6,20.5,-7.5,3.3,360.0,360.0,17.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:13:45.489383,-12.649,169.396,32.7,31.6,1015.0,16.8,20.3,-7.6,3.4,360.0,360.0,17.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:13:50.599971,-12.905,169.589,32.8,31.8,1015.0,16.9,20.4,-7.9,2.9,360.0,360.0,17.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:13:55.711080,-13.161,169.783,32.9,31.8,1015.0,17.1,20.4,-7.9,3.0,360.0,360.0,17.0,0.0,0.0,0.1,24,25,21,74,1
2022-01-31 12:14:00.829602,-13.417,169.978,32.7,31.9,1015.1,17.2,20.3,-7.9,3.0,360.0,360.0,17.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:14:05.941077,-13.673,170.173,32.7,31.6,1015.1,17.4,20.0,-7.8,3.1,360.0,360.0,17.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:14:11.051076,-13.928,170.369,32.7,31.7,1015.1,17.6,20.2,-7.9,2.8,360.0,360.0,18.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:14:16.169928,-14.183,170.565,32.7,31.5,1015.0,17.7,20.2,-7.9,2.5,360.0,360.0,18.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:14:21.286024,-14.439,170.762,32.7,31.7,1015.0,17.8,20.2,-7.9,2.0,360.0,360.0,18.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:14:26.410466,-14.694,170.959,32.7,31.6,1015.1,18.0,19.9,-7.7,2.1,360.0,360.0,18.0,0.0,0.0,-0.1,24,25,21,73,1
2022-01-31 12:14:31.534498,-14.949,171.157,32.7,31.6,1015.1,18.1,19.9,-7.7,2.0,360.0,360.0,18.0,0.0,0.0,-0.1,23,24,21,73,1
2022-01-31 12:14:36.657796,-15.204,171.356,32.7,31.6,1015.0,18.2,19.9,-7.9,1.7,360.0,360.0,18.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:14:41.781224,-15.459,171.555,32.8,31.6,1015.0,18.4,19.9,-8.1,1.6,360.0,360.0,18.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:14:46.904538,-15.713,171.754,32.7,31.7,1015.0,18.5,19.9,-8.1,1.4,360.0,360.0,19.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:14:52.012997,-15.967,171.954,32.7,31.5,1015.0,18.7,19.7,-8.3,1.0,360.0,360.0,19.0,0.0,0.0,-0.1,24,25,21,73,1
2022-01-31 12:14:57.137208,-16.221,172.154,32.7,30.1,1015.0,18.8,19.9,-8.1,0.7,360.0,360.0,19.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:15:02.260587,-16.474,172.355,32.7,31.5,1015.0,19.0,19.8,-8.2,0.3,360.0,360.0,19.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:15:07.373483,-16.727,172.557,32.7,31.8,1015.1,19.1,19.8,-8.3,0.7,360.0,360.0,19.0,0.0,0.0,-0.1,23,25,21,74,1
2022-01-31 12:15:12.493294,-16.98,172.759,32.7,31.7,1015.0,19.3,19.9,-8.3,0.2,360.0,360.0,19.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:15:17.613985,-17.233,172.962,32.8,31.3,1015.0,19.4,20.2,-7.9,-0.0,360.0,360.0,19.0,0.0,0.0,0.1,23,25,21,73,1
2022-01-31 12:15:22.730700,-17.486,173.165,32.7,31.6,1015.0,19.5,20.0,-7.9,0.2,360.0,360.0,20.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:15:27.841066,-17.737,173.368,32.7,30.7,1015.0,19.6,19.9,-8.2,-0.2,360.0,360.0,20.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:15:32.964528,-17.99,173.573,32.7,31.8,1015.0,19.7,19.9,-8.5,-0.1,360.0,360.0,20.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:15:38.087990,-18.242,173.779,32.8,31.7,1015.0,19.9,19.5,-8.7,-0.8,360.0,360.0,20.0,0.0,0.0,0.1,24,24,21,74,1
2022-01-31 12:15:43.201086,-18.493,173.984,32.6,31.8,1015.0,20.0,19.7,-8.9,-0.7,360.0,360.0,20.0,0.0,0.0,0.0,23,25,21,73,1
2022-01-31 12:15:48.320992,-18.744,174.191,32.8,31.6,1015.0,20.2,19.7,-8.6,-1.3,360.0,360.0,20.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:15:53.441083,-18.995,174.398,32.6,31.4,1015.0,20.3,19.6,-8.7,-1.5,360.0,360.0,20.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:15:58.560536,-19.245,174.606,32.6,31.6,1015.1,20.5,19.9,-9.1,-1.9,360.0,360.0,21.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:16:03.678877,-19.495,174.814,32.8,31.5,1015.1,20.6,19.9,-8.7,-1.8,360.0,360.0,21.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:16:08.786350,-19.745,175.023,32.7,31.8,1015.0,20.7,19.7,-8.9,-2.0,360.0,360.0,21.0,0.0,0.0,-0.0,23,25,21,74,1
2022-01-31 12:16:13.897535,-19.994,175.233,32.7,31.7,1015.1,20.9,19.9,-9.2,-1.9,360.0,360.0,21.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:16:19.009069,-20.243,175.443,32.8,31.5,1015.0,21.0,19.7,-9.2,-1.8,360.0,360.0,21.0,0.0,0.0,0.0,23,25,21,74,1
2022-01-31 12:16:24.121080,-20.492,175.654,32.7,31.5,1015.0,21.2,19.6,-9.3,-2.6,360.0,360.0,21.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:16:29.231086,-20.74,175.866,32.7,31.5,1015.0,21.4,19.5,-9.1,-2.9,360.0,360.0,21.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:16:34.341082,-20.988,176.079,32.8,31.7,1015.0,21.5,19.4,-9.2,-2.9,360.0,360.0,22.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:16:39.457966,-21.236,176.292,32.8,31.3,1015.0,21.7,19.7,-9.7,-3.4,360.0,360.0,22.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:16:44.575153,-21.483,176.507,32.8,31.6,1015.0,21.9,19.7,-9.5,-3.6,360.0,360.0,22.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:16:49.687116,-21.73,176.722,32.7,31.4,1015.0,22.0,19.5,-9.5,-4.6,360.0,360.0,22.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:16:54.798947,-21.977,176.937,32.8,31.3,1015.0,22.2,19.5,-9.6,-4.2,360.0,360.0,22.0,0.0,0.0,-0.1,23,24,21,73,1
2022-01-31 12:16:59.908063,-22.223,177.154,32.7,31.4,1015.0,22.3,19.6,-9.6,-4.4,360.0,360.0,22.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:17:05.031320,-22.469,177.372,32.8,31.7,1015.0,22.5,19.6,-9.4,-4.7,360.0,360.0,23.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:17:10.157957,-22.716,177.59,32.7,31.6,1015.0,22.6,19.6,-9.5,-4.8,360.0,360.0,23.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:17:15.272922,-22.961,177.81,32.9,31.5,1015.0,22.7,19.5,-9.4,-4.7,360.0,360.0,23.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:17:20.395659,-23.206,178.03,32.7,31.7,1015.1,22.9,19.3,-9.5,-4.7,360.0,360.0,23.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:17:25.514769,-23.451,178.251,32.8,31.5,1015.1,23.0,19.4,-9.6,-4.9,360.0,360.0,23.0,0.0,0.0,0.0,23,24,21,74,1
2022-01-31 12:17:30.626360,-23.695,178.473,32.7,31.4,1015.0,23.1,19.4,-9.8,-5.5,360.0,360.0,23.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:17:35.735483,-23.938,178.695,32.8,31.4,1015.0,23.3,19.3,-9.7,-5.8,360.0,360.0,23.0,0.0,0.0,-0.1,23,24,21,73,1
2022-01-31 12:17:40.859728,-24.182,178.919,32.7,31.4,1015.0,23.4,19.5,-9.6,-6.0,360.0,360.0,23.0,0.0,0.0,0.0,23,25,21,73,1
2022-01-31 12:17:45.982468,-24.425,179.144,32.7,31.6,1015.0,23.5,19.6,-9.8,-5.9,360.0,360.0,24.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:17:51.094637,-24.668,179.37,32.8,31.4,1015.1,23.7,19.3,-9.8,-6.4,360.0,360.0,24.0,0.0,0.0,-0.0,23,24,21,73,0
2022-01-31 12:17:56.214426,-24.91,179.596,32.8,31.6,1015.1,23.8,19.1,-9.7,-6.8,360.0,360.0,24.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:18:01.339323,-25.152,179.824,32.8,31.1,1015.1,23.9,19.2,-9.7,-7.4,360.0,360.0,24.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:18:06.463737,-25.394,-179.947,32.8,31.5,1015.1,24.0,19.5,-9.9,-7.6,360.0,360.0,24.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:18:11.586624,-25.635,-179.717,32.8,31.7,1015.1,24.2,19.4,-9.9,-7.7,360.0,360.0,24.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:18:16.697907,-25.875,-179.487,32.8,31.7,1015.0,24.3,19.3,-10.0,-8.0,360.0,360.0,24.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:18:21.809764,-26.115,-179.256,32.8,31.4,1015.1,24.4,19.1,-10.0,-8.6,360.0,360.0,24.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:18:26.921736,-26.354,-179.023,32.8,31.5,1015.1,24.5,19.1,-10.2,-8.6,360.0,360.0,25.0,0.0,0.0,-0.0,23,24,21,72,1
2022-01-31 12:18:32.037976,-26.594,-178.79,32.8,31.4,1015.1,24.7,19.2,-10.0,-8.9,360.0,360.0,25.0,0.0,0.0,-0.1,23,25,21,74,1
2022-01-31 12:18:37.157985,-26.832,-178.555,32.8,31.7,1015.1,24.8,19.2,-9.9,-9.2,360.0,360.0,25.0,0.0,0.0,0.0,23,24,20,72,1
2022-01-31 12:18:42.276909,-27.071,-178.319,32.8,31.4,1015.0,24.9,18.9,-10.1,-9.2,360.0,360.0,25.0,0.0,0.0,0.0,23,25,21,73,1
2022-01-31 12:18:47.388251,-27.308,-178.083,32.9,31.7,1015.1,25.0,19.2,-10.2,-9.6,360.0,360.0,25.0,0.0,0.0,-0.0,23,24,20,72,1
2022-01-31 12:18:52.501245,-27.545,-177.845,32.8,31.7,1015.0,25.1,19.1,-10.2,-9.8,360.0,360.0,25.0,0.0,0.0,0.1,23,25,21,73,1
2022-01-31 12:18:57.620966,-27.782,-177.606,32.7,31.6,1015.1,25.3,18.9,-10.3,-10.0,360.0,360.0,25.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:19:02.742018,-28.018,-177.366,32.8,31.6,1015.1,25.4,18.8,-10.2,-10.0,360.0,360.0,25.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:19:07.861579,-28.254,-177.125,32.8,31.8,1015.0,25.5,18.6,-10.6,-10.1,360.0,360.0,26.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:19:12.984858,-28.489,-176.882,32.8,31.3,1015.1,25.7,18.6,-10.6,-10.4,360.0,360.0,26.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:19:18.100215,-28.724,-176.639,32.7,31.4,1015.1,25.9,18.8,-10.4,-11.2,360.0,360.0,26.0,0.0,0.0,0.0,23,24,20,72,1
2022-01-31 12:19:23.212205,-28.958,-176.394,32.8,31.4,1015.0,26.0,18.6,-10.4,-11.1,360.0,360.0,26.0,0.0,0.0,-0.0,22,24,20,70,1
2022-01-31 12:19:28.332246,-29.191,-176.148,32.9,31.6,1015.1,26.1,18.7,-10.7,-10.9,360.0,360.0,26.0,0.0,0.0,-0.0,23,25,21,73,0
2022-01-31 12:19:33.456526,-29.425,-175.901,32.8,31.4,1015.1,26.3,18.7,-10.7,-11.5,360.0,360.0,26.0,0.0,0.0,-0.0,23,25,21,74,1
2022-01-31 12:19:38.581417,-29.657,-175.652,32.7,31.5,1015.1,26.4,19.0,-10.3,-11.5,360.0,360.0,26.0,0.0,0.0,-0.0,19,20,16,59,1
2022-01-31 12:19:43.705828,-29.89,-175.402,32.8,31.5,1015.1,26.5,18.5,-10.3,-11.9,360.0,360.0,27.0,0.0,0.0,-0.1,22,23,20,69,1
2022-01-31 12:19:48.831359,-30.121,-175.151,32.8,31.7,1015.1,26.6,18.4,-10.6,-12.0,360.0,360.0,27.0,0.0,0.0,-0.1,21,22,19,66,1
2022-01-31 12:19:53.946236,-30.352,-174.899,32.8,31.6,1015.0,26.7,18.5,-10.8,-12.3,360.0,360.0,27.0,0.0,0.0,-0.1,20,22,18,64,1
2022-01-31 12:19:59.069223,-30.582,-174.645,32.9,31.8,1015.1,26.9,18.3,-10.6,-12.4,360.0,360.0,27.0,0.0,0.0,-0.1,21,22,19,66,1
2022-01-31 12:20:04.184086,-30.812,-174.391,32.9,31.7,1015.0,27.0,18.4,-10.2,-12.4,360.0,360.0,27.0,0.0,0.0,-0.0,21,24,20,69,1
2022-01-31 12:20:09.296737,-31.041,-174.135,32.9,31.6,1015.1,27.1,18.5,-10.5,-13.2,360.0,360.0,27.0,0.0,0.0,0.0,23,25,21,73,1
2022-01-31 12:20:14.417697,-31.269,-173.878,32.9,31.8,1015.0,27.2,18.6,-10.5,-13.2,360.0,360.0,27.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:20:19.542362,-31.497,-173.619,32.9,31.6,1015.1,27.3,18.4,-10.6,-13.3,360.0,360.0,27.0,0.0,0.0,-0.1,23,24,20,72,1
2022-01-31 12:20:24.666623,-31.724,-173.358,32.9,31.7,1015.1,27.4,18.4,-10.7,-13.4,360.0,360.0,27.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:20:29.790193,-31.951,-173.097,32.8,31.6,1015.1,27.5,18.5,-10.5,-13.0,360.0,360.0,28.0,0.0,0.0,-0.1,23,25,21,73,1
2022-01-31 12:20:34.911120,-32.177,-172.834,32.8,31.7,1015.1,27.6,18.5,-10.7,-13.6,360.0,360.0,28.0,0.0,0.0,-0.0,23,24,20,72,1
2022-01-31 12:20:40.030375,-32.402,-172.57,32.8,31.6,1015.0,27.7,18.7,-10.5,-13.5,360.0,360.0,28.0,0.0,0.0,0.0,23,24,20,72,1
2022-01-31 12:20:45.153564,-32.627,-172.304,32.9,31.7,1015.0,27.7,18.8,-10.6,-13.8,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:20:50.273885,-32.851,-172.037,32.8,31.5,1015.1,27.8,18.7,-10.6,-14.1,360.0,360.0,28.0,0.0,0.0,0.0,23,25,21,74,1
2022-01-31 12:20:55.393727,-33.074,-171.768,32.8,31.3,1015.1,27.9,18.5,-10.3,-14.1,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:21:00.517274,-33.297,-171.498,32.9,31.5,1015.0,27.9,18.7,-10.4,-14.0,360.0,360.0,28.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:21:05.629251,-33.519,-171.227,33.0,31.7,1015.1,28.0,18.6,-10.5,-14.5,360.0,360.0,28.0,0.0,0.0,0.0,23,24,20,73,1
2022-01-31 12:21:10.746894,-33.74,-170.954,32.9,31.6,1015.1,28.0,18.5,-10.6,-14.8,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:21:15.861122,-33.96,-170.68,32.9,31.7,1015.1,28.1,18.4,-10.2,-15.1,360.0,360.0,28.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:21:20.980788,-34.18,-170.404,32.9,31.6,1015.0,28.1,18.5,-10.5,-14.7,360.0,360.0,28.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:21:26.105839,-34.399,-170.126,32.8,31.5,1015.1,28.2,18.4,-10.6,-15.0,360.0,360.0,28.0,0.0,0.0,0.1,23,24,20,73,1
2022-01-31 12:21:31.226721,-34.617,-169.847,32.9,31.5,1015.0,28.3,18.4,-10.6,-15.5,360.0,360.0,28.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:21:36.345539,-34.835,-169.567,32.9,31.6,1015.1,28.3,18.2,-10.7,-15.7,360.0,360.0,28.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:21:41.468972,-35.051,-169.284,32.9,31.6,1015.0,28.4,18.3,-10.7,-16.1,360.0,360.0,28.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:21:46.584001,-35.267,-169.001,32.9,31.5,1015.0,28.5,18.3,-10.8,-16.6,360.0,360.0,29.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:21:51.696017,-35.482,-168.716,32.9,31.9,1015.0,28.6,18.3,-10.5,-16.8,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:21:56.808110,-35.696,-168.429,32.9,31.6,1015.1,28.6,18.5,-10.5,-17.1,360.0,360.0,29.0,0.0,0.0,-0.0,23,25,21,74,1
2022-01-31 12:22:01.932658,-35.91,-168.141,32.9,31.5,1015.1,28.6,18.6,-10.4,-17.2,360.0,360.0,29.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:22:07.056916,-36.123,-167.85,33.0,31.5,1015.1,28.7,18.6,-10.4,-17.2,360.0,360.0,29.0,0.0,0.0,-0.0,23,25,21,74,1
2022-01-31 12:22:12.181097,-36.335,-167.558,32.9,31.6,1015.0,28.7,18.6,-10.3,-17.8,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:22:17.299966,-36.546,-167.264,32.8,31.4,1015.0,28.7,18.3,-10.1,-17.6,360.0,360.0,29.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:22:22.410544,-36.756,-166.969,32.8,31.4,1015.1,28.7,17.7,-10.1,-17.5,360.0,360.0,29.0,0.0,0.0,0.1,23,25,21,73,1
2022-01-31 12:22:27.521082,-36.965,-166.673,32.9,31.5,1015.0,28.8,17.9,-9.9,-17.8,360.0,360.0,29.0,0.0,0.0,0.1,23,24,20,72,1
2022-01-31 12:22:32.641080,-37.173,-166.374,32.9,31.6,1015.1,28.8,17.8,-10.0,-18.3,360.0,360.0,29.0,0.0,0.0,0.1,23,24,21,73,1
2022-01-31 12:22:37.756778,-37.381,-166.074,32.9,31.7,1015.0,28.8,18.1,-10.0,-18.6,360.0,360.0,29.0,0.0,0.0,-0.1,23,25,21,73,1
2022-01-31 12:22:42.871086,-37.587,-165.772,32.9,31.6,1015.0,28.8,18.2,-10.0,-18.8,360.0,360.0,29.0,0.0,0.0,0.0,23,25,21,73,1
2022-01-31 12:22:47.981097,-37.793,-165.468,33.0,31.7,1015.1,28.8,18.2,-9.9,-19.3,360.0,360.0,29.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:22:53.094105,-37.997,-165.162,32.9,31.5,1015.1,28.8,18.2,-9.9,-19.4,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:22:58.201129,-38.201,-164.855,32.9,31.2,1015.1,28.8,18.1,-10.2,-19.3,360.0,360.0,29.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:23:03.312495,-38.404,-164.546,33.0,31.4,1015.0,28.8,18.1,-10.1,-19.6,360.0,360.0,29.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:23:08.441080,-38.606,-164.234,32.9,31.5,1015.1,28.8,18.0,-10.2,-19.8,360.0,360.0,29.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:23:13.556308,-38.807,-163.922,32.9,31.5,1015.1,28.8,18.0,-10.0,-19.7,360.0,360.0,29.0,0.0,0.0,0.0,23,24,21,74,1
2022-01-31 12:23:18.671098,-39.007,-163.607,33.0,31.3,1015.1,28.9,18.1,-10.0,-19.5,360.0,360.0,29.0,0.0,0.0,-0.0,23,25,21,73,1
2022-01-31 12:23:23.790912,-39.206,-163.29,32.8,30.8,1015.0,28.9,18.5,-10.1,-20.1,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:23:28.908955,-39.405,-162.971,33.0,31.3,1015.0,28.8,18.5,-9.9,-20.4,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:23:34.019681,-39.601,-162.651,33.0,31.4,1015.0,28.8,18.9,-9.9,-20.6,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:23:39.131084,-39.797,-162.328,32.9,31.7,1015.0,28.8,19.0,-10.0,-20.9,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:23:44.249811,-39.992,-162.004,32.9,31.4,1015.1,28.7,18.8,-10.0,-21.5,360.0,360.0,29.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:23:49.371081,-40.187,-161.677,32.9,31.3,1015.1,28.7,18.8,-10.1,-21.3,360.0,360.0,29.0,0.0,0.0,0.0,24,25,21,74,1
2022-01-31 12:23:54.489607,-40.38,-161.348,33.0,30.5,1015.0,28.7,18.7,-9.9,-21.4,360.0,360.0,29.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:23:59.611081,-40.572,-161.018,33.0,31.3,1015.0,28.7,18.8,-9.6,-21.7,360.0,360.0,29.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:24:04.729717,-40.762,-160.685,33.0,31.5,1015.0,28.6,18.9,-10.0,-21.8,360.0,360.0,29.0,0.0,0.0,0.0,23,24,21,73,1
2022-01-31 12:24:09.848790,-40.952,-160.35,33.0,31.5,1015.0,28.6,19.0,-9.6,-21.7,360.0,360.0,29.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:24:14.961084,-41.141,-160.014,33.0,31.5,1015.0,28.5,19.0,-9.7,-22.2,360.0,360.0,28.0,0.0,0.0,0.0,23,25,21,74,1
2022-01-31 12:24:20.079516,-41.328,-159.676,33.0,31.6,1015.1,28.4,19.2,-9.3,-21.8,360.0,360.0,28.0,0.0,0.0,-0.0,23,24,21,73,1
2022-01-31 12:24:25.191082,-41.514,-159.335,33.0,30.3,1015.0,28.3,19.2,-9.3,-22.3,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:24:30.306937,-41.699,-158.993,33.0,31.3,1015.0,28.2,19.1,-9.4,-22.4,360.0,360.0,28.0,0.0,0.0,-0.1,24,25,21,74,1
2022-01-31 12:24:35.416297,-41.883,-158.648,33.0,31.5,1015.0,28.2,19.1,-9.6,-22.9,360.0,360.0,28.0,0.0,0.0,0.1,23,24,20,73,1
2022-01-31 12:24:40.540088,-42.066,-158.301,33.0,31.4,1015.0,28.1,18.9,-9.9,-23.5,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,75,1
2022-01-31 12:24:45.661077,-42.248,-157.952,33.0,31.4,1015.0,28.1,19.0,-9.5,-23.5,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:24:50.777378,-42.428,-157.601,33.0,31.4,1015.0,28.0,19.2,-9.5,-23.6,360.0,360.0,28.0,0.0,0.0,-0.0,24,25,21,74,1
2022-01-31 12:24:55.896503,-42.608,-157.248,33.0,31.5,1015.0,28.0,19.4,-9.5,-24.0,360.0,360.0,28.0,0.0,0.0,-0.1,23,24,21,73,1
